,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,Unnamed: 0,image_url,in_reply_to_screen_name,location
25,Thu Mar 14 20:58:32 +0000 2024,"1,76838E+18","@Chavesz08 @aniesbaswedan Dana bantuan bencana abis buat dana pemenangan 02 &amp  program IKN...ntar nunggu pajak naik 15%, ntar klo ada sisa baru buat ngasih yg kena bencana ya 🤪",0,0,0,0,in,"1,59439E+18","1,76827E+18",HilmanAR1977,https://twitter.com/HilmanAR1977/status/1768381220046746021,,,,
26,Thu Mar 14 20:56:57 +0000 2024,"1,76838E+18","@ARSIPAJA Sumur resapan rencana jg diaplikasikan utk IKN, sekarang cuti dampingi istri, bsk mungkin food station, PS waktu debat pilpres pun cm angguk2, n pd akhirnya semua visi misi program 01 akan dicaplok.. ini yg salah penontonnya, pemainnya, atau wasitnya?! n what about makan gratis""""",0,0,0,1,in,"1,20424E+18","1,76817E+18",Maestro784,https://twitter.com/Maestro784/status/1768380822963487208,,,,
27,Thu Mar 14 18:17:26 +0000 2024,"1,76834E+18",@CompilerYo32234 @nialubis_ Budget pemilu itu udah disiapin karna itu program pasti setiap 5 tahun sekali. Yg ga cerdas nambah utang negara ngebut bangun IKN sama makan gratis,0,2,0,5,in,"1,3434E+18","1,76818E+18",sucker4fantasy,https://twitter.com/sucker4fantasy/status/1768340677325422924,,,,
28,Thu Mar 14 17:44:18 +0000 2024,"1,76833E+18",@tempodotco Gw jd presiden selanjutnya akan gw sita itu IKN ( program ilegal ) menjadi kawasan pariwisata konsepnya gabungan antara ancol dan taman mini dan rumah rumah sudah jd jadiin vila dan tempat bermain. Jadi menyerap puluhan ribu karyawan dr warga lokal,0,0,0,0,in,"1,48538E+18","1,76816E+18",NuhaAja1,https://twitter.com/NuhaAja1/status/1768332341846671534,,,,
29,Thu Mar 14 15:30:37 +0000 2024,"1,7683E+18",@____1995F @MerrMagda Wkwk.. pindah noh ke IKN yg 58% sisanya buat yg 26%.. kan yg 26% ga mau ngelanjutin program,0,0,0,0,in,"1,37382E+18","1,76813E+18",bbrrsshhkk,https://twitter.com/bbrrsshhkk/status/1768298698189201808,,,,
30,Thu Mar 14 12:48:47 +0000 2024,"1,76826E+18","kyk program bikin sumur resapan pdhl yg onoh kontra, eh gtwnya dipke di IKN.....",0,0,0,0,in,"1,20437E+18","1,76826E+18",nata_decopinc,https://twitter.com/nata_decopinc/status/1768257970981495267,,,,
31,Thu Mar 14 12:06:24 +0000 2024,"1,76825E+18","@partaimedsos45 Contoh program yang di pakai pemerintah yaitu sumur resapan di ikn dan DP 0% yang di tiru developer bank, pak Anies belike: gw doang kering lu pada baru nyemplung engga punya ide ya? Wkwkwkwk",0,0,0,9,in,"1,71342E+18","1,76817E+18",Wjhsshkxhx,https://twitter.com/Wjhsshkxhx/status/1768247303876563049,,,,
32,Thu Mar 14 09:16:49 +0000 2024,"1,7682E+18","@seruanhl Apakah ini dimaksud LBP buat mereka yang mengkritisi pemilu, hak angket dan IKN ? Program hilirisasi sudah meningkat devisa negara tapi masih juga tidak baik bagi kalian. Jadi maksudmu bagaimana ?",0,0,0,0,in,3192271640,"1,7679E+18",marpaung913,https://twitter.com/marpaung913/status/1768204625591861301,,,,
33,Thu Mar 14 09:06:12 +0000 2024,"1,7682E+18","@partaimedsos45 Ini cm salah satu program yg bahkan ga terlalu urgent di indo. Program ikn, pemberantasan korupsi dan perbaikan pendidikan jauh lbh urgent",0,0,0,3,in,198783754,"1,76817E+18",anginlewat,https://twitter.com/anginlewat/status/1768201957720961156,,,,
34,Thu Mar 14 09:00:00 +0000 2024,"1,7682E+18","Otorita Ibu Kota Nusantara (OIKN) held a Friday English Fun (FEF) program in several primary schools around Nusantara Capital City (IKN). OIKN's Basic Services Director, Suwito, said that this program will be conducted regularly.  #SEATodayNews #OIKN #IKN #FEF #FridayEnglishFun https://t.co/AfTKzXXztX",0,0,1,3,en,"1,31483E+18","1,7682E+18",seatodaynews,https://twitter.com/seatodaynews/status/1768200396424548756,,,,
35,Thu Mar 14 08:33:01 +0000 2024,"1,76819E+18",@SimanjuntakElly program bagus sayang masyarakat lebih memilih lanjutkan program jokowi via gibran ......utamakan infrastruktur ikn dan hilirisasi serta makan siang .....,0,0,1,1,in,910456423,"1,76814E+18",akaverry,https://twitter.com/akaverry/status/1768193604185723293,,,,
36,Thu Mar 14 08:00:34 +0000 2024,"1,76819E+18",@ARSIPAJA Mudah2 an program berhenti IKN dan fokus bangun kota lain jg dicopy..,0,0,0,0,in,"1,20111E+18","1,76817E+18",Aryanto0402,https://twitter.com/Aryanto0402/status/1768185438064582908,,,,
37,Thu Mar 14 07:27:24 +0000 2024,"1,76818E+18","@mimih6mei Program ini tidak hanya membantu dalam menjaga keseimbangan gizi masyarakat, tetapi juga mendukung para nelayan dan petani lokal untuk meningkatkan pendapatan mereka",0,0,0,0,in,"1,70226E+18","1,7668E+18",dm_4bby,https://twitter.com/dm_4bby/status/1768177091177247076,,,,
38,Thu Mar 14 06:55:14 +0000 2024,"1,76817E+18","@PartaiSocmed padahal kalo dipikir buat apa kesel sama pendukung, kan yang menjabat atasannya wkwkwk emg keren jokowi dengan program revolusi mentalnya bisa buat para pro pemerintah mau ngelawan sesama masyarakat nya dan para elitis pada pesta di ikn :)",0,4,0,6,in,95425843,"1,76817E+18",truckoleng15,https://twitter.com/truckoleng15/status/1768168995121930492,,,,
39,Thu Mar 14 06:06:10 +0000 2024,"1,76816E+18",Program keberlanjutan 02 memakan korban. 200 Warga Pamaluan diminta merobohkan sendiri rumahnya oleh otorita IKN....miris https://t.co/UO7Lef18jG,10,31,375,478,in,"9,29288E+17","1,76816E+18",yaniarsim,https://twitter.com/yaniarsim/status/1768156647506194703,,,,
40,Thu Mar 14 05:00:35 +0000 2024,"1,76814E+18",Siswa SD di IKN akan belajar Bahasa Inggris setiap hari Jumat melalui program Friday English Fun. https://t.co/QRi5PG9g1L,0,1,0,2,in,23343960,"1,76814E+18",kompascom,https://twitter.com/kompascom/status/1768140144861950444,,,,
41,Thu Mar 14 04:33:59 +0000 2024,"1,76813E+18","@danang_p_jati @awaliyahlove @KompasTV @prabowo @jokowi Cebokin trus, Masyarakat adat sekitar IKN diusir noh. PPN naik jadi 12%. Bayar pajak cuman buat program keuntungan kelompok tertentu. Wkwk cegah korupsi dgn naikin gaji pejabat? PFFFTTTT",0,1,0,2,in,"1,16082E+18","1,76793E+18",Lumaera1,https://twitter.com/Lumaera1/status/1768133450564096001,,,,
42,Thu Mar 14 03:26:16 +0000 2024,"1,76812E+18","@tkgit1 @Strategi_Bisnis @timmymalachi Maaf saya cuma share sudut pandang saya soal program transmigrasi ya , ga urusan soal politik, atau IKN dll. Iya IKN berasa di area propinsi kaltara yang dulunya adalah daerah transmigrasi",0,0,0,1,in,"1,20426E+18","1,76789E+18",BouncingPandaa,https://twitter.com/BouncingPandaa/status/1768116406976139756,,,,
43,Thu Mar 14 03:14:47 +0000 2024,"1,76811E+18","Sangat mungkin sekali Indonesia bs sj berakhir spt Mesir apalagi mengingat rezim baru memiliki program2 yg masif &amp  akan sangat membebankan APBN (penambahan dana IKN, Giant Sea Wall, makan siang gratis, modernisasi alutsista,dkk) blm lagi program yg telah ada seperti dana bansos. https://t.co/Eg2SFlbTK8",1,2,3,16,in,"1,65719E+18","1,76811E+18",SacredUse,https://twitter.com/SacredUse/status/1768113518040281408,,,,
44,Thu Mar 14 03:08:03 +0000 2024,"1,76811E+18","Padahal masih segar di ingatan pernah debat di platform sebelah sama yang mengaku orang Kalimantan. Mereka milih 02 karena program keberlanjutan ikn, ingin merasakan pemerataan yang sama kaya di Jawa katanya. Sekarang jangan kan pemerataan semua Kalimantan, rumah yang masuk…",0,1,0,1,in,"1,716E+18","1,76811E+18",aenive,https://twitter.com/aenive/status/1768111822228672595,,,,
45,Thu Mar 14 03:07:40 +0000 2024,"1,76811E+18",@mimih6mei Pemerintah akan hadir dan terus mengawal program makan siang gratis agar merata dan tepat sasaran,0,0,0,0,in,"1,71979E+18","1,7668E+18",ikn_merdeka,https://twitter.com/ikn_merdeka/status/1768111729500893525,,,,
46,Thu Mar 14 03:06:54 +0000 2024,"1,76811E+18",@mimih6mei Mantap semoga dengan adanya program ini anak anak indonesia akan semakin kuat,0,0,0,0,in,"1,71979E+18","1,7668E+18",ikn_merdeka,https://twitter.com/ikn_merdeka/status/1768111532809081024,,,,
47,Thu Mar 14 03:03:40 +0000 2024,"1,76811E+18",@mimih6mei Fakta yang harus kita ketahui bersama agar kita bisa mengikuti program ini denga baik dan merata,0,0,0,0,in,"1,71979E+18","1,7668E+18",ikn_merdeka,https://twitter.com/ikn_merdeka/status/1768110720510787756,,,,
48,Thu Mar 14 00:59:20 +0000 2024,"1,76808E+18","@RagilSemar Target penyelesaian tak disebut, selalu ada kata mudah-mudahan"". Ini menandakan tak yakin dan tak jelas kepastian program mereka membangun pusat riset di IKN, begitu juga university2 lainnya""",0,0,0,1,in,92213345,"1,76784E+18",love_kadrun,https://twitter.com/love_kadrun/status/1768079433150480572,,,,
49,Thu Mar 14 00:49:53 +0000 2024,"1,76808E+18","@genx36545403 @prabowo @gibran_tweet @Gerindra ayo buktikan jngan bilang ngawur,.. PKS jg  bnyak ngasal bilang gk setuju kalau program makan gratis dananya dari dana BOS, gk setuju IKN.. pokoknya asal beda...",0,0,0,0,in,"1,75556E+18","1,76791E+18",vivo_1819,https://twitter.com/vivo_1819/status/1768077051985334437,,,,
50,Wed Mar 13 21:41:34 +0000 2024,"1,76803E+18",@DokterTifa Kalo ini benar sekali bu dokter... Program rezim jokowi soal IKN memang sebuah program rahasia yg di paksakan... Tujuannya dan ending dari di bangunnya IKN blm jelas dan akankah bisa dirasakan oleh rakyat sampe hari ini blm ada dari pihak pemerintah rezim yg bisa jelaskan,0,0,0,2,in,"7,44547E+17","1,76786E+18",bogreks,https://twitter.com/bogreks/status/1768029660477358566,,,,
51,Wed Mar 13 16:00:24 +0000 2024,"1,76794E+18","@republic_id @_mardial_ @KemenkeuRI Iya, malah sekarang ada pengembang besar ngebebasin pajak bphtb utk konsumen (program pemerintah), sebagai kompensasi karena mereka ikut ngedevelop IKN 🤣🤣",0,0,0,0,in,104487593,"1,76758E+18",liamjustiman,https://twitter.com/liamjustiman/status/1767943804651454705,,,,
52,Wed Mar 13 15:46:12 +0000 2024,"1,76794E+18","@Trollbukantroll @Gunawanpark @MorphoMenelausX sy yakin baca ga visi misi masing2 paslon jkw maupun bowo 2014 dan 2019. Tidàk pernah ada pindah ibukota dalam visi misi jkw,malah ada di prabowo. Jadi masi mikir IKN direncanakan dg matang oleh jkwi?? nope. Ini program bagian deal2an ketika prabowo gabung jkwi",0,0,0,0,in,1978445610,"1,76755E+18",rudyno1,https://twitter.com/rudyno1/status/1767940229963637170,,,,
53,Wed Mar 13 13:03:01 +0000 2024,"1,7679E+18",OIKN Gelar Program Friday English Fun untuk Pelajar SD di sekitar Wilayah IKN  https://t.co/p3kyQrGElw,0,0,0,1,in,"1,31483E+18","1,7679E+18",seatodaynews,https://twitter.com/seatodaynews/status/1767899165294461418,,,,
54,Wed Mar 13 12:01:18 +0000 2024,"1,76788E+18","@Rizal1518640911 @tempodotco IKN aja sudah ngundang singapura utk tinggal di sana, jakarta mau diambil alih supaya program reklamasinya bisa lanjut utk rakyat cina, ya siap2 aja warga indonesia asli hilang diganti asing.",0,0,0,1,in,"1,69383E+18","1,76783E+18",Malawi_Thom,https://twitter.com/Malawi_Thom/status/1767883633262793080,,,,
55,Wed Mar 13 09:40:49 +0000 2024,"1,76785E+18","Prabowo-Gibran siap melanjutkan program berbiaya besar warisan pemerintahan Jokowi, sekaligus merencanakan program baru yang juga menguras APBN. Mulai dari melanjutkan IKN hingga pembukaan ratusan fakultas kedokteran baru.",0,1,0,0,in,2295403266,"1,76785E+18",GatraMediaGroup,https://twitter.com/GatraMediaGroup/status/1767848279549837568,,,,
56,Wed Mar 13 09:40:46 +0000 2024,"1,76785E+18","Dengan kata lain, semua aspek diniatkan sejalan dengan target kabinet yang masih memerintah saat ini.  Melanjutkan pembangunan IKN memang tertera sebagai satu dari 17 program prioritas paslon nomor urut dua.",0,1,0,0,in,2295403266,"1,76785E+18",GatraMediaGroup,https://twitter.com/GatraMediaGroup/status/1767848267558330866,,,,
57,Wed Mar 13 02:21:23 +0000 2024,"1,76774E+18",@ferizandra Kalau dipikir-pikir program pengembangan 40 kota itu bagus lho. uang yg digunakan bangun IKN bisa dialihkan untuk membangun kota kota besar lainnya dg fasilitas yg lengkap dikota kota yg dibangun.,0,0,0,0,in,402736430,"1,76752E+18",basudewadikara,https://twitter.com/basudewadikara/status/1767737690538258773,,,,
58,Wed Mar 13 02:18:58 +0000 2024,"1,76774E+18","@faisal_hernawan @moncheriyoo @dayatpiliang dulu gue pernah ya bikin essay program 100 hari presiden itu, Indonesia Poros Maritim Dunia, kesampaian kagak sih? Eh malah bikin IKN, semoga aja yg seneng satu negara tanpa harus menindas rakyat kecil. Oh iya katanya presiden itu dulunya rakyat kecil, makanya semena-mena skrg?",0,0,2,3,in,2493958825,"1,76759E+18",YOUR_NlGHTMARE,https://twitter.com/YOUR_NlGHTMARE/status/1767737084671070474,,,,
59,Wed Mar 13 02:07:20 +0000 2024,"1,76773E+18","@gen_gibran Banyak hal yang dapat memberikan efek baik dari program makan siang gartis ini, mkanya sangat betul jika memberikan efek domino baik bagi mqsyarakat",0,0,0,0,in,"1,71979E+18","1,76679E+18",ikn_merdeka,https://twitter.com/ikn_merdeka/status/1767734158112227445,,,,
60,Wed Mar 13 02:04:18 +0000 2024,"1,76773E+18","@gen_gibran Program yang sangat di nanti oleh semuanya, dan pastinya akan bermanfaat bagi penghasil bahan pokok lokal nya masing masing",0,0,0,0,in,"1,71979E+18","1,76679E+18",ikn_merdeka,https://twitter.com/ikn_merdeka/status/1767733393218035943,,,,
61,Wed Mar 13 01:08:18 +0000 2024,"1,76772E+18",@brother_djon IKN program Pemerataan... Lanjutkan...  Asing Aseng...bukan alasan...,0,0,0,0,in,"1,33436E+18","1,76721E+18",ThobibSadad8,https://twitter.com/ThobibSadad8/status/1767719300180451341,,,,
62,Wed Mar 13 00:11:52 +0000 2024,"1,76771E+18",@Urrangawak Tuk warga IKN selamat menikmati program berkelanjutan....sengsara....,0,0,0,0,in,"1,71703E+18","1,76724E+18",BGeldob99076,https://twitter.com/BGeldob99076/status/1767705097046499645,,,,
63,Tue Mar 12 20:48:52 +0000 2024,"1,76765E+18",@xylans anya ini benar-benar bodoh dan keras kepala. negara kita ini negara miskin mbak. duit darimana ngadain program 400T/Tahun?  belum lagi program ikn sampai 500T. mau ngutang lagi? mau naikin pajak? mau cabut subsidi? mau pakai dana bos? mikir bodoh mikir,0,4,9,161,in,512848710,"1,76758E+18",midlaner_evos,https://twitter.com/midlaner_evos/status/1767654010906173708,,,,
64,Tue Mar 12 17:26:34 +0000 2024,"1,7676E+18","Tetap tidak lupa tragedi 5 Januari 2022, semoga malingnya dapet program makan siang gratis + dapet kerjaan di proyek IKN (tumbal)",0,0,0,0,in,549334338,"1,7676E+18",fadhilm842,https://twitter.com/fadhilm842/status/1767603100452622417,,,,
65,Tue Mar 12 16:24:14 +0000 2024,"1,76759E+18","@adekjagongulek @brother_djon Nahh kalau itu mah Pola pikir org yg Sempit   Jdi keuangan Indonesia itu,harus dihentikan yg Mana terdapat HUTANG - Menghutang ke Negara Luar, IKN inilah yg Digadang  Akn Memakan Hutang Besar ke Negara Luar , Dan Penghentian Program"" lain yg tdk Masuk di Akal""",0,1,0,0,in,"1,75182E+18","1,76721E+18",rizkira_fauzia,https://twitter.com/rizkira_fauzia/status/1767587413625536632,,,,
66,Tue Mar 12 13:14:49 +0000 2024,"1,76754E+18","@adekjagongulek @brother_djon 1 kemungkinan , Perusahaan yg mau Invest  ke dalam Program IKN  Itu Wajibbbbb, tanda Tanya ?? Krn apa, krn dapat mengancam Ekonomi perusahaanny sndri   1 kemungkinan mereka mau, Mungkin Ada Nilai Tukar Dari Warisan Indonesia yg Mana akan dia Pegang Kali",0,1,0,0,in,"1,75182E+18","1,76721E+18",rizkira_fauzia,https://twitter.com/rizkira_fauzia/status/1767539746639843419,,,,
67,Tue Mar 12 12:49:30 +0000 2024,"1,76753E+18",@kompascom Kirain bang hotman ngerti arti dari keberlanjutan. Artinya program yg ada skrg berlanjut. IKN lanjut &amp  whoosh hrs terus jalan. Nah kenaikan pajak ini buat bayar IKN &amp  operasional whoosh. Gitu kira2 bang. Dari pd pusing2 mending Ok Gas Ok Gas. All in. Jogetin aja. https://t.co/Lt8ISESmPB,0,0,0,0,in,"1,61892E+18","1,76741E+18",cyberprim,https://twitter.com/cyberprim/status/1767533377278886052,,,,
68,Tue Mar 12 12:25:42 +0000 2024,"1,76753E+18","@CNNIndonesia Udah gue duga pasti bakal terjadi. Logika aja lah gimana caranya supaya menjalankan semua program prabowo pasti dgn menambah pendapatan negara. Makan siang gratis, lanjut ikn, susu gratis, ptn gratis, anak buruh gratis kuliah, dsb",0,0,0,0,in,"1,32049E+18","1,76745E+18",SerencengKopi,https://twitter.com/SerencengKopi/status/1767527386952937518,,,,
69,Tue Mar 12 11:17:30 +0000 2024,"1,76751E+18","@amertaism @switchsord Ya akhirnya ngorbanin sesuatu yg fundamental yaitu pendidikan, belum lagi ada IKN yg juga membutuhkan dana fantastis. Ya semua berharap yg terbaik tapi kok program yg memakan dana fantastis gini kaya asal diucapkan tanpa dikaji secara matang.",0,1,0,1,in,890604314,"1,76726E+18",rizkiaan25,https://twitter.com/rizkiaan25/status/1767510221717729604,,,,
